t,theta1,theta_dot1,theta2,theta_dot2
22.3,-0.6726786383528348,-0.38742398486082064,-0.9262643654713657,1.7617496142277784
22.4,-0.7082575214723789,-0.3236965976181608,-0.746281176835442,1.8359058731919473
22.5,-0.7373359762190023,-0.2575091006427652,-0.5595320091999936,1.8966075541198555
22.6,-0.759695768340338,-0.18941373946471002,-0.3674945353530296,1.9412815055223374
22.7,-0.7751729193663552,-0.11994367339259951,-0.17187830130814782,1.9679033337169043
22.8,-0.7836559255105203,-0.04961590571225011,0.025441368193510644,1.9752128479557565
22.9,-0.785084377119389,0.02106371830110168,0.22250768203833016,1.9628569208029578
23,-0.779448151388981,0.09159417839370504,0.41737608203313503,1.9314306822770682
23.1,-0.7667872730036539,0.16147239041501174,0.6082064826926451,1.882408377898851
23.2,-0.7471924584604853,0.23018655455350098,0.7933436269317877,1.8179783996193588
23.3,-0.7208062809836773,0.29721052661962466,0.9713774698817345,1.7408154737040495
23.4,-0.6878248150198298,0.36199996798437434,1.1411793502105056,1.6538313894949985
23.5,-0.6484995481294555,0.42399096149650367,1.3019138087405797,1.5599428088417266
23.6,-0.6031392833115545,0.4826016801438299,1.4530292393309363,1.4618834174695259
23.7,-0.5521117027775191,0.5372375186499188,1.5942325813424674,1.3620737126325424
23.8,-0.49584423762880825,0.5872998748732162,1.725453931051167,1.2625487808897318
23.9,-0.4348238793647291,0.632198483642337,1.8468065034086314,1.164935616198705
24,-0.36959559628620686,0.671366845782697,1.9585462811039622,1.0704673233552597
24.1,-0.30075908768979365,0.7042799167257088,2.0610343753553875,0.9800210183880167
24.2,-0.22896370356712034,0.7304729106460922,2.154703875951889,0.8941680456087339
24.3,-0.15490148229727366,0.7495598008965889,2.2400319678360527,0.813227920597864
24.4,-0.07929842277042762,0.761249945909185,2.3175173783965723,0.7373202558347896
24.5,-0.0029042487305462952,0.7653613469267553,2.3876627697279367,0.666411352271688
24.6,0.07351892940266624,0.7618292639508305,2.450961454556796,0.6003539456062321
24.7,0.14920854444965212,0.7507093381021247,2.507887728331135,0.5389198073384394
24.8,0.2234135244788471,0.7321749057948043,2.5588901197449214,0.48182562369254733
24.9,0.2954056945888898,0.7065087762134952,2.604386925285098,0.42875294283819393
25,0.36449011174786194,0.6740902869075938,2.6447634802820916,0.3793631155453295
25.1,0.43001391943725176,0.6353788798248375,2.6803707121114426,0.33330814467043396
25.2,0.49137344768421215,0.5908956929769353,2.7115246088821734,0.29023827481182657
25.3,0.5480194380902067,0.5412047244557786,2.7385063143866493,0.2498070367915944
25.4,0.5994604246831166,0.48689500836791144,2.761562625385366,0.21167433855517187
25.5,0.6452644337346355,0.4285649872494217,2.7809067206024585,0.17550807885988728
25.6,0.6850592677998946,0.3668099258066694,2.7967189932756105,0.1409846594011372
25.7,0.7185317044704521,0.3022128464356834,2.80914789231589,0.10778868694010738
25.8,0.7454259709169222,0.23533912437833698,2.81831070274957,0.07561208922488512
25.9,0.7655418560885969,0.1667345711728796,2.8242942157057067,0.04415281554787142
26,0.7787327885167739,0.09692660389083937,2.827155253167365,0.013113253291555469
26.1,0.7849041639622798,0.026427931936372356,2.8269210245825014,-0.017801538485298713
26.2,0.7840121382534005,-0.044257924466042306,2.823589301284128,-0.048885696268972684
26.3,0.7760630323816614,-0.1146300318810279,2.8171284021828296,-0.08043444744003506
26.4,0.761113419537312,-0.18418314467848873,2.80747699127496,-0.11274596672616954
26.5,0.7392708839288736,-0.2524013032261555,2.7945436944462485,-0.1461231209426642
26.6,0.7106953623710852,-0.3187527076644847,2.7782065506798936,-0.1808750170171754
26.7,0.6756009036860424,-0.3826866061838823,2.758312322587673,-0.21731824741211808
26.8,0.6342576100620843,-0.44363285577684974,2.7346757035334277,-0.2557776969934442
26.9,0.5869934670942312,-0.5010046909291338,2.7070784725154264,-0.29658673418473785
27,0.5341957196207154,-0.5542050494666574,2.6752686708058784,-0.34008655231937174
